batch,Dec_CrossAttn_L0,Dec_CrossAttn_L1,Dec_CrossAttn_L2,Dec_CrossAttn_L3,Dec_CrossAttn_L4,Dec_CrossAttn_L5,Dec_FFN_L0,Dec_FFN_L1,Dec_FFN_L2,Dec_FFN_L3,Dec_FFN_L4,Dec_FFN_L5,Dec_SelfAttn_L0,Dec_SelfAttn_L1,Dec_SelfAttn_L2,Dec_SelfAttn_L3,Dec_SelfAttn_L4,Dec_SelfAttn_L5,Enc_FFN_L0,Enc_FFN_L1,Enc_FFN_L2,Enc_FFN_L3,Enc_FFN_L4,Enc_FFN_L5,Enc_SelfAttn_L0,Enc_SelfAttn_L1,Enc_SelfAttn_L2,Enc_SelfAttn_L3,Enc_SelfAttn_L4,Enc_SelfAttn_L5
batch 1269,0.742783,0.649641,0.607069,0.618817,0.676875,0.609437,0.528644,0.456115,0.457451,0.519436,0.501086,0.756466,0.692872,0.255234,0.164092,0.140052,0.271739,0.414095,0.680159,0.521303,0.453171,0.452217,0.381292,0.450275,1.433185,0.709571,0.552272,0.444017,0.409953,0.368199
batch 1270,0.799501,0.630553,0.603147,0.625090,0.708328,0.581725,0.537470,0.450948,0.453630,0.518794,0.536182,0.727603,0.752353,0.238144,0.172663,0.127753,0.271208,0.375744,0.767469,0.624967,0.552880,0.446930,0.411551,0.418410,1.491218,0.743289,0.525194,0.416377,0.378558,0.308437
batch 1271,0.713257,0.621029,0.587339,0.623235,0.715890,0.582530,0.539796,0.461769,0.465891,0.523372,0.518251,0.750111,0.683088,0.266491,0.186460,0.154613,0.291551,0.407150,0.691987,0.525016,0.467284,0.449241,0.405575,0.492184,1.536632,0.755110,0.550911,0.488925,0.433727,0.395776
batch 1272,0.747443,0.619442,0.603887,0.600043,0.676830,0.565818,0.553589,0.454016,0.456077,0.515573,0.518092,0.720648,0.703273,0.267045,0.170030,0.142672,0.260446,0.386223,0.713983,0.532433,0.454014,0.417316,0.369429,0.464805,1.441349,0.716111,0.524935,0.455764,0.411269,0.385751
batch 1273,0.822431,0.693274,0.616342,0.653098,0.680604,0.599174,0.574068,0.465501,0.473488,0.535509,0.536399,0.745889,0.793613,0.255383,0.162892,0.133807,0.282124,0.392392,0.781198,0.590716,0.490699,0.443654,0.423669,0.436737,1.481421,0.700488,0.544354,0.461400,0.396485,0.354292
batch 1274,0.704329,0.589701,0.600231,0.603893,0.660580,0.577329,0.561167,0.476820,0.467202,0.529909,0.503238,0.747869,0.687833,0.264832,0.175373,0.127284,0.256135,0.399757,0.685865,0.519671,0.453326,0.434127,0.410046,0.491745,1.431893,0.713171,0.538025,0.453672,0.416322,0.381307
batch 1275,0.802701,0.627229,0.571347,0.563419,0.614042,0.547264,0.573062,0.451866,0.462368,0.513120,0.543344,0.725059,0.722951,0.230873,0.156274,0.137401,0.271821,0.382326,0.755650,0.622010,0.516414,0.427263,0.386994,0.441704,1.473420,0.748735,0.530587,0.432781,0.372880,0.326699
batch 1276,0.784386,0.651335,0.601303,0.597745,0.676884,0.588133,0.597529,0.468972,0.468940,0.529166,0.514011,0.751244,0.739316,0.274126,0.176368,0.152976,0.286012,0.401899,0.728705,0.554183,0.492541,0.423113,0.386444,0.476683,1.399728,0.720848,0.537207,0.448023,0.430637,0.369754
batch 1277,0.707054,0.610979,0.587187,0.608182,0.672403,0.618276,0.555910,0.457814,0.473341,0.534944,0.525478,0.805454,0.696824,0.257115,0.175355,0.145388,0.287177,0.445787,0.708731,0.511071,0.441701,0.478978,0.451410,0.472555,1.520595,0.718377,0.547165,0.450749,0.409589,0.378000
batch 1278,0.838646,0.648244,0.653728,0.652542,0.736696,0.600325,0.567017,0.480916,0.464125,0.518032,0.518603,0.710840,0.771681,0.227282,0.173011,0.132316,0.283833,0.378245,0.722125,0.601242,0.499966,0.435638,0.416697,0.481621,1.378876,0.682823,0.491811,0.427841,0.400811,0.352121
batch 1279,0.711709,0.620971,0.600729,0.629040,0.679922,0.596469,0.528719,0.473974,0.461745,0.543688,0.524153,0.779713,0.679842,0.228690,0.188718,0.134792,0.279867,0.414890,0.687735,0.530381,0.431790,0.443000,0.411822,0.460530,1.446717,0.743395,0.540348,0.446298,0.415493,0.390981
batch 1280,0.730528,0.595187,0.575395,0.602353,0.659116,0.572804,0.566099,0.464209,0.461525,0.527091,0.530676,0.740863,0.664497,0.256482,0.169100,0.138802,0.260169,0.391902,0.726624,0.519787,0.458942,0.448038,0.417814,0.473330,1.424364,0.711859,0.544137,0.464031,0.426203,0.375779
batch 1281,0.894663,0.681266,0.651380,0.636716,0.746120,0.658832,0.593352,0.480701,0.473605,0.546413,0.542841,0.779328,0.889952,0.224884,0.175506,0.125372,0.291146,0.433612,0.817793,0.636025,0.538695,0.446900,0.472909,0.399010,1.588695,0.738291,0.517035,0.401705,0.362867,0.332902
batch 1282,0.782115,0.619752,0.600592,0.616172,0.708258,0.590067,0.571544,0.476219,0.476696,0.539481,0.518544,0.733051,0.740485,0.261073,0.178750,0.140619,0.282058,0.398869,0.724770,0.543655,0.489860,0.440007,0.379380,0.478510,1.560428,0.728149,0.564175,0.474316,0.428120,0.377632
batch 1283,0.769255,0.619474,0.588555,0.623625,0.737540,0.602702,0.541185,0.452567,0.459398,0.509297,0.494442,0.744992,0.724306,0.228654,0.176782,0.149543,0.267495,0.407692,0.748163,0.551687,0.498745,0.486447,0.433449,0.469325,1.513094,0.713160,0.532692,0.486143,0.394028,0.368758
batch 1284,0.781323,0.641267,0.631865,0.633275,0.725440,0.614962,0.549146,0.466369,0.465027,0.527261,0.508343,0.743731,0.692033,0.241338,0.178549,0.142356,0.279435,0.403114,0.681846,0.543558,0.464541,0.426980,0.399442,0.454988,1.420868,0.713130,0.521724,0.439644,0.402055,0.361035
batch 1285,0.712167,0.596532,0.598107,0.611332,0.684928,0.611907,0.517910,0.457113,0.461814,0.515426,0.505104,0.770716,0.653179,0.246077,0.174122,0.141020,0.269716,0.436447,0.690632,0.495706,0.455368,0.449452,0.383258,0.470895,1.373434,0.680655,0.535235,0.447345,0.409227,0.374859
batch 1286,0.786627,0.638598,0.615866,0.601925,0.711891,0.617676,0.542000,0.457071,0.449286,0.520174,0.509263,0.730603,0.698994,0.255968,0.175915,0.150697,0.283464,0.406632,0.728186,0.530111,0.467354,0.446840,0.437241,0.469163,1.470987,0.694615,0.543415,0.462043,0.419261,0.376334
batch 1287,0.849241,0.632219,0.621069,0.596606,0.673079,0.595988,0.602433,0.485466,0.464879,0.534671,0.520310,0.748815,0.804233,0.225864,0.163850,0.131925,0.271980,0.397361,0.727216,0.594205,0.483569,0.400685,0.377055,0.466157,1.440240,0.677483,0.490255,0.394332,0.378781,0.334144
batch 1288,0.819141,0.661804,0.622747,0.632120,0.709687,0.619055,0.592825,0.460158,0.461954,0.538588,0.541953,0.778253,0.791470,0.238722,0.164360,0.129124,0.293146,0.419851,0.813034,0.586286,0.499479,0.449192,0.512856,0.436223,1.616756,0.732280,0.527245,0.448762,0.374586,0.326412
batch 1289,0.807490,0.664097,0.622591,0.634363,0.704669,0.610811,0.609757,0.471554,0.473339,0.536389,0.537102,0.788295,0.773072,0.261855,0.167655,0.139827,0.286839,0.423585,0.773259,0.572473,0.522548,0.435676,0.395815,0.461412,1.523229,0.767797,0.557173,0.471111,0.396265,0.348067
batch 1290,0.776195,0.656250,0.624459,0.630133,0.707611,0.603912,0.558042,0.460905,0.465088,0.522153,0.519989,0.764718,0.681642,0.247015,0.167167,0.143046,0.281546,0.417828,0.706730,0.526560,0.463020,0.435898,0.384403,0.467758,1.465433,0.726094,0.538811,0.455647,0.426728,0.379297
batch 1291,0.721947,0.608098,0.598608,0.634046,0.722714,0.619528,0.512694,0.447567,0.459000,0.524165,0.517662,0.747222,0.684470,0.242792,0.165751,0.146137,0.276509,0.413403,0.754779,0.551571,0.487608,0.418114,0.393507,0.477124,1.518902,0.757958,0.551784,0.472028,0.401584,0.369667
batch 1292,0.887322,0.693688,0.655231,0.656503,0.724639,0.640772,0.617176,0.481456,0.480128,0.544155,0.536678,0.740086,0.834823,0.222451,0.174386,0.127795,0.286274,0.405874,0.757566,0.572990,0.505879,0.425720,0.388912,0.479644,1.450904,0.674432,0.511199,0.444344,0.379344,0.336460
batch 1293,0.731653,0.618411,0.594847,0.626912,0.664128,0.594392,0.548227,0.457002,0.454375,0.516933,0.496139,0.769152,0.691715,0.247353,0.181261,0.154481,0.278881,0.425213,0.719943,0.542750,0.473846,0.444209,0.387081,0.480688,1.521433,0.756773,0.564517,0.456195,0.396075,0.399508
batch 1294,0.821161,0.638803,0.597230,0.602617,0.682456,0.578263,0.582152,0.468793,0.462347,0.516338,0.503051,0.739939,0.748876,0.258142,0.172412,0.141864,0.326628,0.395547,0.723632,0.568907,0.481806,0.465929,0.393561,0.489779,1.599755,0.766812,0.540463,0.485750,0.400370,0.372429
batch 1295,0.796833,0.651851,0.629559,0.649919,0.744632,0.631465,0.561116,0.472111,0.487958,0.531056,0.510097,0.754716,0.736369,0.219605,0.171544,0.147503,0.281052,0.404980,0.695643,0.497248,0.469300,0.462706,0.423243,0.489464,1.433669,0.724823,0.551516,0.480421,0.409108,0.374032
batch 1296,0.733328,0.649825,0.593316,0.592899,0.649794,0.588496,0.531023,0.459898,0.470749,0.525678,0.506002,0.752521,0.690151,0.253175,0.179329,0.159499,0.269377,0.399658,0.720235,0.544099,0.460530,0.469365,0.395357,0.443289,1.540908,0.732244,0.546441,0.461740,0.426993,0.374608
batch 1297,0.760183,0.653371,0.623436,0.637180,0.692607,0.593951,0.553035,0.464862,0.464148,0.527750,0.525303,0.764476,0.690666,0.255645,0.181618,0.151774,0.287407,0.419906,0.723665,0.555893,0.486782,0.447974,0.393351,0.447805,1.509228,0.771756,0.558668,0.487359,0.416109,0.377543
batch 1298,0.873659,0.668981,0.647042,0.639023,0.732035,0.618158,0.630493,0.498313,0.493368,0.570201,0.533279,0.767565,0.943062,0.215597,0.159701,0.126572,0.286722,0.413240,0.824025,0.591507,0.539285,0.463321,0.434808,0.430523,1.586439,0.738451,0.517617,0.440489,0.376904,0.325853
batch 1299,0.847136,0.623502,0.618358,0.631407,0.692272,0.610833,0.608074,0.485158,0.481929,0.537109,0.538751,0.710009,0.795126,0.247210,0.166755,0.133522,0.264316,0.375398,0.726245,0.541048,0.469477,0.418466,0.377580,0.503767,1.491631,0.673503,0.516798,0.434290,0.404989,0.373351
batch 1300,0.841001,0.659888,0.605029,0.576458,0.623894,0.556488,0.588526,0.467660,0.465183,0.543040,0.540846,0.735327,0.836311,0.243277,0.150428,0.119678,0.257847,0.383420,0.772105,0.623773,0.519505,0.460192,0.394690,0.464752,1.695336,0.736760,0.512909,0.402083,0.361023,0.329896
batch 1301,0.753842,0.638109,0.607454,0.618544,0.690669,0.607360,0.558810,0.471682,0.468515,0.526890,0.521262,0.762878,0.722440,0.252203,0.169163,0.135374,0.282076,0.416060,0.729287,0.560938,0.482933,0.429513,0.405405,0.440405,1.505611,0.746412,0.554595,0.462259,0.398575,0.369102
batch 1302,0.754506,0.653168,0.597865,0.622389,0.692960,0.603956,0.582469,0.475410,0.468025,0.536244,0.518801,0.741664,0.763899,0.286468,0.169214,0.143990,0.268767,0.408057,0.721158,0.532154,0.452678,0.460937,0.421873,0.470474,1.418384,0.730363,0.540343,0.459410,0.430493,0.385343
batch 1303,0.837952,0.659086,0.607837,0.627414,0.656005,0.604381,0.547397,0.461119,0.458395,0.527147,0.528047,0.762985,0.845715,0.219346,0.167418,0.134681,0.272684,0.423937,0.808919,0.620238,0.534592,0.454709,0.400578,0.419546,1.591472,0.753181,0.524452,0.403783,0.372643,0.344243
batch 1304,0.744761,0.651452,0.612481,0.630488,0.714993,0.604287,0.533190,0.465736,0.463607,0.526393,0.502290,0.751871,0.698812,0.245675,0.161446,0.141089,0.279441,0.408445,0.750645,0.551632,0.476252,0.428331,0.383267,0.455806,1.501634,0.732283,0.541667,0.449243,0.398705,0.363620
batch 1305,0.826353,0.646288,0.621820,0.631226,0.725215,0.628515,0.546796,0.459481,0.460048,0.516640,0.519472,0.735510,0.778068,0.229430,0.171885,0.137472,0.282612,0.399004,0.719436,0.568977,0.499465,0.436863,0.364457,0.432513,1.473993,0.721138,0.503240,0.424214,0.370781,0.342932
batch 1306,0.759285,0.607737,0.596555,0.596461,0.705408,0.559993,0.537144,0.453503,0.459607,0.524265,0.520960,0.716545,0.716473,0.241454,0.196681,0.137385,0.266295,0.374304,0.739834,0.566742,0.497190,0.437084,0.373064,0.478418,1.547925,0.726308,0.535047,0.455281,0.405882,0.363233
batch 1307,0.739731,0.609097,0.567240,0.587332,0.695005,0.607304,0.581396,0.462601,0.466557,0.518171,0.512663,0.779507,0.717707,0.274340,0.175204,0.147661,0.275887,0.419730,0.682506,0.496901,0.442930,0.462712,0.392157,0.456835,1.462072,0.717214,0.545275,0.449346,0.415239,0.382710
batch 1308,0.847842,0.653048,0.607961,0.595559,0.653375,0.554962,0.579719,0.457837,0.451095,0.516452,0.509382,0.714397,0.771058,0.274654,0.174883,0.135461,0.261128,0.368775,0.766499,0.615955,0.496322,0.410259,0.378103,0.448531,1.466852,0.731429,0.515103,0.424548,0.409551,0.356429
batch 1309,0.828178,0.629801,0.596345,0.584010,0.692759,0.580448,0.612155,0.467311,0.472023,0.532706,0.525265,0.724624,0.782681,0.250780,0.170614,0.141228,0.296324,0.388311,0.734873,0.568689,0.539769,0.454671,0.376655,0.488659,1.621501,0.728124,0.510254,0.453750,0.383764,0.347302
batch 1310,0.716786,0.611811,0.579550,0.603179,0.684769,0.600230,0.532647,0.455961,0.456222,0.522099,0.513190,0.756129,0.654924,0.273587,0.165673,0.141678,0.267259,0.408193,0.701550,0.506396,0.458818,0.443023,0.406221,0.470632,1.505828,0.740522,0.542667,0.468863,0.450790,0.397511
batch 1311,0.849524,0.694602,0.650280,0.651458,0.707561,0.623184,0.565734,0.497415,0.504251,0.537697,0.514767,0.726384,0.822537,0.232594,0.180621,0.147517,0.299282,0.391329,0.805433,0.599865,0.498386,0.447840,0.369489,0.463551,1.573470,0.706153,0.536365,0.437990,0.398575,0.373877
batch 1312,0.818574,0.643832,0.627386,0.620254,0.694785,0.579421,0.564866,0.467677,0.469748,0.518684,0.501377,0.755100,0.746447,0.255032,0.165304,0.136175,0.269589,0.415843,0.656474,0.537409,0.490880,0.434324,0.398927,0.475642,1.404507,0.704695,0.510072,0.434654,0.414598,0.382868
batch 1313,0.773169,0.633518,0.615216,0.597753,0.690599,0.573419,0.571776,0.464431,0.468808,0.522928,0.509807,0.752812,0.727542,0.253351,0.174518,0.144818,0.265974,0.418053,0.686017,0.538506,0.470148,0.437733,0.381142,0.468208,1.463958,0.707937,0.529835,0.442574,0.448578,0.382560
batch 1314,0.788113,0.652342,0.615541,0.642048,0.708186,0.626022,0.562077,0.463761,0.468990,0.539697,0.526663,0.749136,0.767016,0.239062,0.166216,0.137690,0.278129,0.413170,0.775203,0.598642,0.549161,0.417976,0.378220,0.421135,1.519301,0.778066,0.567861,0.450365,0.412798,0.357944
batch 1315,0.721343,0.613776,0.589822,0.635231,0.690949,0.587318,0.567804,0.461117,0.462819,0.536996,0.531977,0.801975,0.686241,0.223234,0.156318,0.132341,0.287290,0.416596,0.757009,0.519271,0.466824,0.489739,0.419995,0.463958,1.528773,0.719734,0.533905,0.468334,0.407665,0.369746
batch 1316,0.823175,0.664434,0.609904,0.596074,0.655120,0.576508,0.548027,0.455965,0.458937,0.516537,0.515826,0.724529,0.738521,0.236273,0.163825,0.126372,0.257797,0.377827,0.788092,0.597658,0.541290,0.470450,0.434851,0.438428,1.690309,0.752754,0.544983,0.448416,0.394192,0.354653
batch 1317,0.883075,0.664138,0.634194,0.642689,0.715343,0.646953,0.596929,0.471488,0.473960,0.546825,0.542463,0.789080,0.829263,0.215400,0.150897,0.120103,0.291200,0.427260,0.812620,0.661043,0.556917,0.430527,0.434756,0.418175,1.637577,0.764676,0.525203,0.419191,0.372266,0.326191
batch 1318,0.822174,0.644997,0.608883,0.612097,0.674802,0.603921,0.567484,0.473060,0.469867,0.540495,0.526634,0.762141,0.751090,0.247493,0.171118,0.136002,0.268941,0.409561,0.724600,0.537581,0.513574,0.438421,0.433652,0.465038,1.557143,0.759902,0.544465,0.490143,0.379045,0.347753
batch 1319,0.717757,0.621818,0.599346,0.619909,0.711641,0.578908,0.505991,0.448150,0.452787,0.510987,0.498488,0.722037,0.635352,0.242423,0.160500,0.134611,0.271555,0.377272,0.716018,0.540099,0.480206,0.441165,0.399249,0.472506,1.508260,0.733998,0.546780,0.473602,0.422603,0.394141
batch 1320,0.791093,0.661854,0.605117,0.617167,0.690765,0.592152,0.582297,0.459718,0.455499,0.515145,0.521147,0.708973,0.792143,0.242444,0.161864,0.147302,0.279861,0.383821,0.735026,0.592507,0.526751,0.432442,0.382721,0.434375,1.547126,0.724931,0.536908,0.417011,0.387112,0.337003
batch 1321,0.731864,0.626163,0.614905,0.629253,0.663253,0.581312,0.533506,0.452158,0.452327,0.514396,0.522483,0.735522,0.668828,0.262234,0.158903,0.135434,0.262416,0.395473,0.702496,0.518755,0.454533,0.430955,0.411129,0.434864,1.389396,0.721943,0.561332,0.448589,0.423849,0.366169
batch 1322,0.777817,0.635593,0.592365,0.624302,0.661697,0.577199,0.594138,0.465891,0.463088,0.510115,0.520419,0.737668,0.708942,0.270680,0.176992,0.134163,0.270103,0.392004,0.709427,0.517045,0.452817,0.443580,0.389025,0.460122,1.463759,0.754263,0.573889,0.460086,0.430175,0.389762
batch 1323,0.745432,0.661476,0.622177,0.638608,0.702889,0.605159,0.566033,0.469030,0.467954,0.520220,0.524103,0.754540,0.726203,0.246116,0.178658,0.144082,0.299253,0.399719,0.755101,0.586336,0.503411,0.443168,0.421216,0.459225,1.557819,0.766578,0.552837,0.479715,0.383028,0.336212
batch 1324,0.760337,0.632190,0.607725,0.611647,0.670599,0.617038,0.565966,0.465672,0.462282,0.537630,0.518887,0.794675,0.713548,0.267918,0.197091,0.162093,0.293930,0.441235,0.695288,0.531058,0.433302,0.421378,0.410532,0.450985,1.441387,0.749479,0.545863,0.438819,0.409432,0.365118
batch 1325,0.787635,0.657990,0.635510,0.635893,0.711411,0.623194,0.546221,0.480156,0.471975,0.539707,0.541684,0.745805,0.751028,0.269109,0.164668,0.135078,0.306666,0.409660,0.769327,0.573722,0.503845,0.420957,0.384430,0.478573,1.531254,0.745617,0.530879,0.477680,0.402572,0.365497
batch 1326,0.783474,0.660880,0.613630,0.635644,0.701149,0.623318,0.580693,0.481168,0.475033,0.549282,0.530683,0.781000,0.753697,0.257801,0.178079,0.141432,0.282888,0.426313,0.770194,0.583156,0.502057,0.426397,0.399055,0.464825,1.645523,0.771363,0.550141,0.470696,0.410646,0.387989
batch 1327,0.953327,0.704227,0.623641,0.590397,0.707483,0.643435,0.645749,0.490340,0.479397,0.539754,0.544240,0.808958,0.903527,0.222123,0.204876,0.136422,0.295573,0.435262,0.822319,0.608515,0.539028,0.444411,0.464886,0.419092,1.569584,0.751798,0.514454,0.405081,0.358591,0.306095
batch 1328,0.921769,0.674627,0.621243,0.606866,0.679953,0.588239,0.624682,0.479497,0.478997,0.542891,0.537885,0.734569,0.837807,0.233424,0.161849,0.135705,0.307502,0.396401,0.778440,0.593248,0.531588,0.410070,0.364226,0.487381,1.637328,0.729457,0.539272,0.422764,0.391856,0.383534
batch 1329,0.791864,0.650199,0.620722,0.631864,0.694314,0.601394,0.570977,0.470150,0.470264,0.530412,0.510596,0.750523,0.736744,0.246270,0.171476,0.142431,0.281278,0.406525,0.708850,0.530100,0.457764,0.442056,0.429627,0.457067,1.503791,0.745825,0.548578,0.474345,0.425691,0.367510
batch 1330,0.814097,0.661706,0.631619,0.626551,0.705897,0.614653,0.622587,0.482431,0.474546,0.527016,0.516741,0.728287,0.861609,0.248994,0.180685,0.148327,0.282792,0.400949,0.765567,0.571506,0.515956,0.446006,0.383659,0.473791,1.487186,0.706135,0.528322,0.466771,0.400059,0.365968
batch 1331,0.887766,0.656779,0.619363,0.611576,0.732274,0.622483,0.583334,0.464035,0.457584,0.531727,0.524639,0.757688,0.840157,0.211506,0.188647,0.135880,0.282608,0.405989,0.814081,0.674112,0.561020,0.406732,0.368952,0.449998,1.586187,0.723668,0.480485,0.393327,0.370899,0.323718
batch 1332,0.772281,0.654831,0.605184,0.634196,0.689573,0.615198,0.543456,0.457159,0.465439,0.515575,0.510008,0.737700,0.725461,0.255877,0.171155,0.144677,0.269350,0.392973,0.784123,0.606129,0.532060,0.437108,0.423746,0.452693,1.617028,0.758444,0.553296,0.473024,0.401914,0.366706
batch 1333,0.823512,0.673989,0.606251,0.611967,0.677018,0.598930,0.598616,0.471900,0.471587,0.535653,0.517387,0.758680,0.874864,0.243610,0.165558,0.137509,0.282595,0.406803,0.787902,0.585666,0.505307,0.425709,0.390915,0.491576,1.520450,0.709638,0.536141,0.426746,0.386829,0.355412
batch 1334,0.719777,0.624268,0.594142,0.617832,0.703720,0.625858,0.545672,0.463355,0.463036,0.532843,0.525753,0.812632,0.669175,0.233856,0.161503,0.137056,0.288517,0.436574,0.741982,0.538778,0.438837,0.476120,0.432966,0.467625,1.506396,0.733189,0.513813,0.441966,0.411107,0.367886
batch 1335,0.813623,0.665857,0.618992,0.626234,0.680030,0.600111,0.565677,0.467465,0.467306,0.524013,0.521624,0.761066,0.756447,0.250613,0.168581,0.127599,0.283027,0.417533,0.757132,0.598095,0.519883,0.439156,0.417124,0.440216,1.547922,0.785043,0.562175,0.464260,0.399603,0.335285
batch 1336,0.862448,0.665664,0.623885,0.581282,0.659411,0.615241,0.591212,0.466910,0.469715,0.524254,0.531899,0.754436,0.790916,0.234491,0.175274,0.162560,0.273305,0.399662,0.754555,0.594319,0.569697,0.452473,0.429118,0.449894,1.553778,0.754221,0.551978,0.432431,0.392127,0.335516
batch 1337,0.874385,0.672403,0.643982,0.662255,0.725076,0.635188,0.560064,0.480697,0.488411,0.539303,0.522271,0.723676,0.866841,0.230257,0.165533,0.128719,0.274425,0.394803,0.822733,0.618327,0.556328,0.425195,0.391471,0.446790,1.574955,0.744039,0.519649,0.404116,0.388025,0.319176
batch 1338,0.714579,0.611149,0.585126,0.593221,0.653517,0.543401,0.550011,0.459506,0.449452,0.523266,0.513596,0.728013,0.737929,0.222696,0.158804,0.138214,0.263023,0.389656,0.795419,0.625977,0.541899,0.423416,0.384577,0.458935,1.539172,0.756375,0.539004,0.459396,0.412049,0.338429
batch 1339,0.797028,0.661796,0.599444,0.623859,0.713920,0.607259,0.559727,0.455711,0.457976,0.523366,0.501917,0.730326,0.695920,0.248362,0.169064,0.139626,0.293175,0.400673,0.720678,0.522059,0.455914,0.454068,0.403918,0.478620,1.523015,0.744703,0.564926,0.477325,0.427777,0.394963
batch 1340,0.749506,0.620988,0.613850,0.596154,0.659702,0.602356,0.510425,0.438815,0.461430,0.532471,0.514512,0.752088,0.745577,0.209275,0.139623,0.125751,0.270047,0.410572,0.759716,0.563510,0.508443,0.419394,0.427068,0.477703,1.477191,0.706055,0.500396,0.435778,0.390505,0.328892
batch 1341,0.759051,0.615195,0.583743,0.607260,0.642204,0.568091,0.556797,0.462670,0.454886,0.526320,0.525825,0.736419,0.678438,0.249458,0.164734,0.134196,0.270092,0.386624,0.694608,0.507040,0.451482,0.445272,0.421062,0.454380,1.454978,0.745838,0.572752,0.441906,0.422959,0.369018
batch 1342,0.856685,0.679836,0.652745,0.655874,0.722677,0.652134,0.640769,0.486073,0.485126,0.555115,0.555271,0.756227,0.870189,0.227327,0.179575,0.143112,0.288564,0.407735,0.793694,0.583550,0.493493,0.436399,0.386105,0.478381,1.364055,0.682188,0.503079,0.455096,0.392149,0.323074
batch 1343,0.767822,0.632754,0.610421,0.618928,0.654829,0.578745,0.557909,0.465199,0.447918,0.529219,0.528770,0.737384,0.712609,0.252085,0.168084,0.139600,0.272877,0.391393,0.738467,0.544590,0.473243,0.443190,0.403377,0.459907,1.444858,0.702941,0.554446,0.464640,0.418683,0.386441
batch 1344,0.779176,0.649708,0.585281,0.590398,0.645189,0.589840,0.592920,0.481951,0.470985,0.532939,0.526813,0.759788,0.753552,0.265228,0.190460,0.153466,0.272471,0.421425,0.718189,0.549233,0.479838,0.458049,0.426642,0.439722,1.538564,0.734717,0.547136,0.463328,0.423730,0.379171
batch 1345,0.870907,0.692156,0.635460,0.631727,0.724692,0.600688,0.590273,0.466747,0.468311,0.526674,0.527813,0.779400,0.820052,0.227041,0.155771,0.130373,0.285908,0.412619,0.760441,0.564383,0.528349,0.429649,0.443400,0.451630,1.463652,0.743692,0.540646,0.435634,0.420148,0.338005
batch 1346,0.734145,0.616052,0.589939,0.609553,0.690826,0.564675,0.552247,0.474927,0.480367,0.518399,0.507406,0.746709,0.666250,0.255319,0.167900,0.141853,0.267788,0.400844,0.691424,0.520281,0.468538,0.464840,0.450175,0.449997,1.491999,0.731386,0.560940,0.465151,0.418724,0.376530
batch 1347,0.770785,0.653563,0.609234,0.632519,0.707381,0.591863,0.551925,0.472534,0.468773,0.542783,0.538767,0.762760,0.694392,0.254364,0.170044,0.147387,0.286913,0.407740,0.739357,0.554452,0.473732,0.443548,0.384661,0.460406,1.591915,0.757982,0.538870,0.465463,0.434787,0.393845
batch 1348,0.736560,0.604784,0.583533,0.617632,0.698032,0.602279,0.528772,0.452753,0.452275,0.515707,0.499170,0.734874,0.681144,0.259449,0.179104,0.142436,0.268796,0.405785,0.728426,0.571180,0.499261,0.446138,0.361197,0.444035,1.515356,0.741826,0.547906,0.473265,0.421484,0.381501
batch 1349,0.920683,0.677955,0.648065,0.611995,0.701392,0.642494,0.598780,0.471538,0.469706,0.539734,0.555070,0.766688,0.857501,0.220595,0.174890,0.137800,0.287647,0.426791,0.774380,0.622311,0.532890,0.430245,0.394548,0.474154,1.712983,0.751570,0.536798,0.417039,0.400884,0.348472
batch 1350,0.919996,0.701177,0.668509,0.635400,0.709361,0.603723,0.600665,0.469134,0.467368,0.515317,0.522207,0.770073,0.839703,0.226097,0.191918,0.148214,0.273196,0.411680,0.849584,0.629627,0.555940,0.444616,0.387838,0.434480,1.653511,0.765888,0.548527,0.417346,0.406575,0.351546
batch 1351,0.851703,0.641034,0.622715,0.613586,0.703363,0.635093,0.600869,0.473521,0.469210,0.523978,0.539780,0.743494,0.830440,0.240830,0.189194,0.137734,0.283551,0.416789,0.793347,0.641312,0.551976,0.425666,0.418079,0.425288,1.582232,0.753249,0.534293,0.423661,0.375576,0.346090
batch 1352,0.832541,0.680098,0.633915,0.646178,0.740055,0.617864,0.561228,0.482077,0.480418,0.535007,0.518466,0.767300,0.812098,0.228011,0.163064,0.124977,0.287171,0.414324,0.711975,0.548038,0.460433,0.442566,0.399728,0.518454,1.505201,0.669306,0.535494,0.450964,0.408531,0.359786
batch 1353,0.767201,0.632263,0.583597,0.600923,0.682574,0.579169,0.571290,0.455950,0.463218,0.517462,0.511634,0.748780,0.758362,0.258855,0.168899,0.133304,0.276418,0.413728,0.694324,0.520128,0.467992,0.456680,0.395939,0.465036,1.489269,0.696890,0.501668,0.451323,0.428411,0.388832
batch 1354,0.692374,0.610087,0.583561,0.600400,0.687721,0.575149,0.487532,0.442936,0.451475,0.510372,0.495755,0.705819,0.648946,0.238939,0.160815,0.130910,0.265734,0.371666,0.722362,0.552937,0.483138,0.407643,0.389349,0.484101,1.429258,0.716176,0.542167,0.463402,0.402747,0.368736
batch 1355,0.745737,0.601575,0.605910,0.593834,0.668701,0.585941,0.542408,0.461128,0.459639,0.515806,0.513214,0.732947,0.691587,0.255271,0.175731,0.134566,0.257923,0.401091,0.680312,0.506091,0.450407,0.420512,0.395064,0.477384,1.428201,0.665128,0.509260,0.444891,0.411518,0.383187
